,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8
3511,Le ROYAL MADELEINE,"29 Rue de l'Arcade, 75008 Paris, France",48.8728889,2.3239709,16,19,1,Mell's Brau,4.0,,25,La Chouffe,5.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
3512,Le Rabelais,"6 Rue de la Paix, 44000 Nantes, France",47.2147502,-1.5543592,0,0,1,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,Le Rallye,"Rue du Faubourg Poissonnière, Paris, France",48.879566,2.3494761,1530,19,0,Cheapest beer,10.0,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,Le Rallye Tournelle,"11 Quai de la Tournelle, 75005 Paris, France",48.8497362,2.3553458,15,20,0,Cheapest beer,4.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,Le Rameau,"4 Rue Jean-Philippe Rameau, 93210 Saint-Denis, France",48.921064,2.356342,15,19,0,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,Le Ranch,"4 Boulevard Chanzy, 93100 Montreuil, France",48.8585186,2.4317809,0,0,0,Cheapest beer,,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,Le Raymond,"5 Place du Maréchal Foch, 82000 Montauban, France",44.0153744,1.3568653,0,0,0,Cheapest beer,5.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,Le Reflet,"6 Rue Champollion, 75005 Paris, France",48.8497567,2.3428505,0,0,1,Cheapest beer,5.5,,50,Grolsch,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3520,Le Relais,"7 Avenue Georges Clemenceau, 94130 Nogent-sur-Marne, France",48.8358207,2.4726989,0,0,1,Cheapest beer,4.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,Le Relais De La Huchette,"16 Rue de la Huchette, 75005 Paris, France",48.8529888,2.3457792,12,20,1,Cheapest beer,8.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,Le Relais De Margot,"Rue de la Chaise À Margot, 22400 Meslin, France",48.4445231,-2.5686154,0,0,0,Cheapest beer,4.5,,50,Pelforth,,,50.0,Affligem,,,50.0,,,,,,,,,,,,,,,,,,,,
3523,Le Relais Des Fumeurs,"10 Rue de Normandie, 53140 Lignières-Orgères, France",48.5420268,-0.2039668,0,0,0,Cheapest beer,2.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,Le Relais Du Vin,85 Rue Saint-Denis,48.86193,2.3491766,14,22,23,Cheapest beer,7.0,4.9,50,Pilsner,7.0,5.5,50.0,La Chouffe,,6.5,50.0,,,,,,,,,,,,,,,,,,,,
3525,Le Relais Gascon,"13 Rue Joseph de Maistre, 75018 Paris, Frankreich",48.8861392,2.3337047,1430,1830,0,Amstel,8.5,5.0,50,Heineken,8.5,,50.0,1664 Blanche,9.0,,50.0,Desperados,6 ,,33,Corona,6 ,,33,Leffe Blonde,6 ,,33,,,,,,,,
3526,Le Relais Madeleine,"9 Rue du Chevalier de Saint-George, 75008 Paris, France",48.8685557,2.3248899,17,21,3,Stella Artois,8.6,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,Le Relais Odéon,"132 Boulevard Saint-Germain, 75006 Paris, France",48.8527054,2.3391735,17,1930,2,Pelforth,9.3,5.2,50,Heineken,9.5,5.5,50.0,Mort Subite Blanche,10.8,6.8,50.0,Lagunitas IPA,10.8 ,6.8 ,50,Affligem,10.1 ,5.9 ,50,,,,,,,,,,,,
3528,Le Relais-Fac,13 Boulevard Saint-Germain,48.8569724,2.3245982,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,Le Relay,"Avenue de la Gare, 83460 Les Arcs, France",45.5606225,5.4485795,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,Le Rempart,"15 Rue Saint-Antoine, 75004 Paris, France",48.8534008,2.3665925,14,21,5,Cheapest beer,11.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,Le Rendez-Vous Des Amis,"9 Rue Drevet, 75018 Paris, France",48.8856818,2.3405946,16,19,3,Cheapest beer,8.0,5.0,50,Slavia,,5.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3533,Le Rendez-vous Aixois,"3 Cours Mirabeau, 13100 Aix-en-Provence, France",43.5265871,5.4462912,0,0,0,Pietra,6.5,3.5,50,Colomba,6.5,3.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3534,Le Renouveau,"63 Rue des Vinaigriers, 75010 Paris, France",48.8733414,2.3583186,16,22,6,Cheapest beer,3.9,3.9,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,Le Repere,"20 Rue Censier, 75005 Paris, France",48.8406775,2.3536678,14,20,7,Cheapest beer,6.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,Le Requin Chagrin,10 Rue Mouffetard,48.8446176,2.3491298,15,20,5,Cheapest beer,6.0,4.0,50,La Chouffe,8.0,5.5,50.0,Triple Karmeliet,8.0,5.5,50.0,Cuvée des Trolls,8 ,5.5 ,50,,,,,,,,,,,,,,,,
3538,Le Restaurant Du Lycée,"68 Boulevard de Ménilmontant, 75020 Paris, France",48.8639703,2.3866513,14,23,0,Cheapest beer,5.0,3.0,50,Kronenbourg,,3.5,50.0,1664,,4.9,50.0,1664 Blanche,,5.9 ,50,Grimbergen Blanche,,6 ,50,Goldstar,,3 ,50,,,,,,,,
3539,Le Resto'Bar,"Place Carnot, 93230 Romainville, France",48.8838108,2.4407466,0,0,0,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,Le Rez De Chaussée,"10 Rue Sorbier, 75020 Paris, France",48.8680712,2.3899662,17,20,2,Cheapest beer,4.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,Le Rhubarb,"18 Rue Laplace, 75005 Paris, France",48.8474447,2.3471508,0,0,0,Cheapest beer,,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,Le Riad,"31 Avenue Maréchal Leclerc, 66000 Perpignan, France",42.7668035,2.8805636,0,0,2,Cheapest beer,3.26,,50,Grimbergen Ambrée,3.8,,25.0,Grimbergen Blanche,3.8,,25.0,Grimbergen Blonde,3.8 ,,25,Kronenbourg,3.8 ,,25,,,,,,,,,,,,
3543,Le Riaume,"29 Rue du Pont de Créteil, 94100 Saint-Maur-des-Fossés, France",48.8075795,2.4713798,16,19,2,Cheapest beer,5.0,3.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,Le Ribera,"2 Rue Ribéra, 75016 Paris, France",48.8505429,2.2704499,0,0,0,Heineken,5.5,,50,Pelforth,5.5,,50.0,Affligem,5.5,,50.0,,,,,,,,,,,,,,,,,,,,
3545,Le Rimbaud,"Place Louis Aragon, 63000 Clermont-Ferrand, France",45.77486195,3.083978833743633,18,21,0,Cheapest beer,5.2,3.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,Le Rody,"39 Rue Descartes, 75005 Paris, France",48.8454824,2.349216,15,20,3,Cheapest beer,7.0,4.0,50,Saint Omer,,4.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3547,Le Roi De Pique,"126 Rue du Temple, 75003 Paris, France",48.8634173,2.3583914,0,0,3,Stella Artois,7.5,5.0,50,Leffe Blonde,8.5,6.0,50.0,Hoegaarden Wit-Blanche,8.5,6.0,50.0,Vedett Extra IPA,9 ,7 ,50,,,,,,,,,,,,,,,,
3548,Le Rond Point,"19 Quai des Antilles, 44200 Nantes, France",47.202172000000004,-1.5727320479956934,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,Le Rond Point,"6 Avenue Jean Jaurès, 75019 Paris, France",48.8827913,2.3708371,0,0,1,Pelforth,,4.0,50,Heineken,,5.0,50.0,Affligem,,6.0,50.0,Hoegaarden Wit-Blanche,,6 ,50,,,,,,,,,,,,,,,,
3550,Le Rosalie,"42 Rue Popincourt, 75011 Paris-11E-Arrondissement, France",48.8593464,2.3759972,16,19,15,Cheapest beer,5.5,3.5,50,Vedett Extra White,8.0,,50.0,Vedett Extra IPA,8.0,,50.0,Maredsous Triple,7 ,,50,,,,,,,,,,,,,,,,
3551,Le Rossli,"95 Rue de Charenton, 75012 Paris, France",48.8478722,2.3769469,0,0,2,Stella Artois,8.0,6.0,50,Leffe Blonde,6.0,,50.0,1664 Blanche,6.0,,50.0,,,,,,,,,,,,,,,,,,,,
3552,Le Rouergue,"34 Rue Jouffroy d'Abbans, 75017 Paris, France",48.886019,2.3093243,16,19,0,Pelforth,7.6,5.6,50,Leffe Blonde,8.8,,50.0,Heineken,8.8,,50.0,,,,,,,,,,,,,,,,,,,,
3553,Le Rouge Gorge,"1 Rue Camille Pelletan, 92120 Montrouge, France",48.8162846,2.310487,0,0,2,Cheapest beer,,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,Le Royal,"110 Rue du Chemin Vert, 75011 Paris, France",48.8615919,2.3828272,0,0,1,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,Le Royal,"90 Boulevard de Port-Royal, 75005 Paris, France",48.8394204,2.3383103,14,24,2,Silver (Kanterbrau) ,5.0,3.9,50,La Chouffe,8.0,,50.0,Goudale IPA ,7.0,,50.0,Leffe Blonde,8 ,,50,,,,,,,,,,,,,,,,
3556,Le Royal,"11 Rue Saint-Hilaire, 76000 Rouen, France",49.4421115,1.1114895,0,0,1,Cheapest beer,4.8,,50,Heineken,3.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
3557,Le Royal,"8 Rue la Fayette, 75009 Paris, France",48.873266,2.3343251,16,20,1,Mutzig Old Lager,6.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,Le Royal Café,"1 Rue Vauban, 44000 Nantes, France",47.2149389,-1.5585223,0,0,0,Cheapest beer,3.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,Le Royal 👑,"1 Place André Malraux, 75001 Paris-1ER-Arrondissement, France",48.8637661,2.3347024,16,19,1,Kronenbourg,9.3,7.0,50,1664,10.0,10.0,50.0,Grimbergen Blonde,10.3,10.3,50.0,Carlsberg,10.5 ,10.5 ,50,Picon bière ,11.3 ,,50,bière du moment,10.5 ,,50,Grimbergen Blanche,10.3 ,,50,,,,
3560,Le Ruben,"18 Rue Vauquelin, 14000 Caen, France",49.1830035,-0.3672403,0,0,0,San Miguel,7.0,,50,Moritz,7.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3561,Le Rugby Bar,"2 Rue Roquépine, 75008 Paris, France",48.8735233,2.3203687,16,20,6,Saint Omer,6.4,5.0,50,Heineken,7.0,6.0,50.0,Desperados,5.8,5.0,33.0,,,,,,,,,,,,,,,,,,,,
3562,Le Réfectoire,"44 Rue Louise Michel, 92300 Levallois-Perret, France",48.8902472,2.290675,16,1830,0,Cheapest beer,7.5,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,Le Régalia,"1 Rue de la Convention, 75015 Paris, France",48.8458826,2.2776291,16,19,0,Cheapest beer,8.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,Le Régent,"70 Rue la Fayette, 75009 Paris, France",48.8758287,2.3441556,15,23,1,Cheapest beer,5.0,5.0,50,Kronenbourg,5.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3565,Le Rétro,"Rue Collange, 92300 Levallois-Perret, France",48.8992562,2.2894382,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,Le Rétroviseur,"16 Rue des Bondés, 80000 Amiens, France",49.8957759,2.303849,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,Le Réveil,"29 Boulevard Henri IV, 75004 Paris, France",48.8520752,2.3650471,16,19,1,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,Le Réveil Matin,"Avenue des Gobelins, Paris, France",48.8384763,2.3506009,16,22,2,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,Le ranch,"46 Rue Georges Clemenceau, 10000 Troyes, France",48.2981737,4.0758678,0,0,0,Carlsberg,5.2,,50,Guinness hophouse,7.5,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3570,R By Royal,"20 Rue Royale, 59800 Lille, France",50.6393937,3.0583889,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,R4ndom,"5 Place Louis Barthou, 33800 Bordeaux, France",44.8214926,-0.5825119,0,0,1,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,Radio City,"8 Place Jasmin, 47000 Agen, France",44.204087,0.6118995,1730,20,0,Cheapest beer,6.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,Radisson Blu,"19 Avenue Edouard Vaillant, 92100 Boulogne-Billancourt, France",48.8341244,2.2452648,0,0,0,Carlsberg,10.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,Radocha,"Świętego Sebastiana 6, 33-332 Kraków, Pologne",50.0558344,19.9411958,0,0,0,Cheapest beer,2.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,Rainettes,"5 Rue Caron, 75004 Paris, France",48.8551469,2.3625716,17,20,2,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,Raymond Bar,"13 Rue Dussoubs, 75002 Paris, France",48.8655444,2.3487578,1730,20,0,Pelforth,6.8,4.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,Razorback,"8 Rue Masséna, 59800 Lille, France",50.6334375,3.0549639,0,0,0,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,ReVOLt,"Koletti 25-27, Athina 106 77, Grèce",37.9855792,23.733316,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,Real Coffee Shop,"30 Place du Châtelet, 45000 Orléans, France",47.8995085,1.9067662,0,0,0,Carlsberg,6.5,,50,Leffe Blonde,7.0,,50.0,Chimay Bleue,5.5,,33.0,,,,,,,,,,,,,,,,,,,,
3580,Rebel,"10 Rue des Lombards, 75004 Paris, France",48.859175,2.3498375,16,20,1,Cheapest beer,6.0,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,Red Corner,"8 Rue Maurice Barres, 54000 Nancy, France",48.6920037,6.1853135,1730,2030,2,Cheapest beer,4.9,2.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,Red Factory,"25 Rue de Lappe, 75011 Paris, France",48.8536631,2.3728896,16,21,5,Cheapest beer,6.0,3.9,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,Red House,"2 Petite Rue de Monplaisir, 69008 Lyon, France",45.7470368,4.8623143,15,19,2,Cheapest beer,5.0,4.0,50,Kronenbourg Tigre Bock,5.5,4.5,50.0,Mont Blanc - La Verte,6.0,6.0,33.0,Grimbergen Ambrée,6.5 ,5.5 ,50,Grimbergen Blonde,6.5 ,5.5 ,50,Pietra,6 ,6 ,33,La Chouffe,6 ,6 ,33,TBD,TBD,TBD,TBD
3584,Red Lion,"6 Place Notre Dame du Mont, 13006 Marseille, France",43.2917956,5.3844273,1630,20,2,Cheapest beer,5.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,Red Lion,"252 Avenue Antide Boyer, 13400 Aubagne, France",43.2943255,5.5592643,17,19,2,Cheapest beer,6.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,Red Sea,"5200 Claremont Ave, Oakland, CA 94618, USA",37.838345,-122.261436,0,0,4,Cheapest beer,3.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,Red Sky,"9 Place Pie, 84000 Avignon, France",43.9481666,4.810402050543025,16,19,0,Cheapest beer,4.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,Reflets De Scène,"22 Rue de Beaujolais, 75001 Paris, France",48.8663308,2.3378782,0,0,1,Cheapest beer,,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,Regina,"Fürther Str. 64, 90429 Nürnberg, Allemagne",49.451684,11.054142,0,0,1,Hell,3.3,,50,Gutmann Weizen,3.3,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3590,Relax Bar,"20 Place Charles de Gaulle, 86000 Poitiers, France",46.58344,0.3451919,17,18,1,Cheapest beer,4.6,3.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,Renaud,"491 Avenue du Général de Gaulle, 64210 Guéthary, France",43.4245393,-1.6091879,0,0,2,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,Republica De Cuba,"10 Rue de Lappe, 75011 Paris, Prancūzija",48.8539792,2.3720126,16,21,0,Cheapest beer,6.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,Requin Marteau,"50 Rue de la Paix, 50100 Cherbourg-en-Cotentin, France",49.64946,-1.6500068450292404,0,0,1,Cheapest beer,9.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,Restaurant L’assemblée,"9 Rue de Bourgogne, 75007 Paris, France",48.8596434,2.3181938,0,0,1,Cheapest beer,8.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,Restaurant Rosmarino,"174 Bis Boulevard Voltaire, 75011 Paris, France",48.8611448,2.3745071,0,0,3,Cheapest beer,3.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,Reste Au Bar,"20 Rue de Gand, 59800 Lille, France",50.6416231,3.0656938,17,20,0,Mort Subite Blanche,6.5,5.0,50,Judas,6.5,5.0,50.0,Affligem,6.5,5.0,50.0,Heineken,5 ,5 ,50,,,,,,,,,,,,,,,,
3599,Rev’bar,"Boulevard Diderot, 75012 Paris, France",48.8474176,2.3873868,15,17,1,Cheapest beer,6.5,6.0,50,Jupiler,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3600,Rhinoceros Bar,"35 Rue de Lourmel, 75015 Paris, France",48.8481732,2.2904155,15,20,1,Blonde Klausterbrau,6.0,4.2,50,Crazy IPA,8.3,6.7,50.0,Cuvée des Trolls,8.3,6.7,50.0,Kasteel Rouge,8.3 ,6.7 ,50,,,,,,,,,,,,,,,,
3601,Rhum & Bass,"14 Place de la Mazelière, 05200 Embrun, France",44.5639936,6.495228105872961,0,0,1,Cheapest beer,4.5,,50,Stella Artois,2.4,,25.0,Leffe Blonde,3.3,,25.0,Cuvée des Trolls,3.9 ,,25,Triple Karmeliet,3.9 ,,25,,,,,,,,,,,,
3602,Rihour's,"29 Place Rihour, 59800 Lille, France",50.63564995,3.06344193235176,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,Riqudel Bruno,"14 Boulevard René Laennec, 35000 Rennes, France",48.1089506,-1.665865,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,Ristorante,"Piazza Navona, 94, 00186 Roma RM, Italie",41.8978011,12.473181,0,0,0,Cheapest beer,7.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,Ristorante Rosso Rubino,"Piazza Lavagna, 6, 16123 Genova GE, Italie",44.4098956,8.932275621693801,0,0,0,Koster,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,Rive Gauche Café,"59 Rue de la Cité, 10000 Troyes, France",48.3001438,4.0801146,16,2030,1,Cheapest beer,4.8,3.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,River Bar,"40 Rue Descartes, 75005 Paris, France",48.8456688,2.3490989,15,2030,9,Cheapest beer,5.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,Rivolux,"16 Rue de Rivoli, 75004 Paris, France",48.8557197,2.3594186,15,23,7,Pilsener,6.0,4.0,50,La Chouffe,8.0,6.0,50.0,Triple Karmeliet,8.0,6.0,50.0,L'Alsacienne sans Culotte,7 ,6 ,50,IPA ,7 ,6 ,50,Blanche ,7 ,5 ,50,Barbar blond,8 ,6 ,50,,,,
3611,Road House,"3 Quai Turenne, 44000 Nantes, France",47.2131127,-1.5538503,17,19,1,Saint Omer,4.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,Roadhouse,"Pilatusstrasse 1, 6003 Luzern, Schweiz",47.0498486,8.3090229,0,0,0,Cheapest beer,8.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,Roazhon,"9 Rue Saint-Malo, 35000 Rennes, France",48.1162557,-1.6809482,0,0,1,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,Rock Circus,"152 Rue Jean Jaurès, 29200 Brest, France",48.3969062,-4.4761854,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,Rock Cirkus,"152 Rue Jean Jaurès, 29200 Brest, France",48.3969062,-4.4761854,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3616,Rock Classic Bar,"Rue du Marché au Charbon 55, 1000 Bruxelles, Belgium",50.8462161,4.3485948,0,0,2,Cheapest beer,4.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,Rock Friend,"Śliska 3, 00-127 Warszawa, Pologne",52.23227,21.001934,0,0,0,Cheapest beer,2.0,,50,tyskie,2.0,,33.0,,,,,,,,,,,,,,,,,,,,,,,,
3618,Rock Solid,"30 Rue de la Poste, 2346 Luxembourg",49.6114626,6.1287182,18,20,2,Diekirch,5.4,2.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,Rockstar Café Bar,"33 Rue Saint-André, 59800 Lille, France",50.6453791,3.0565484,17,21,2,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,Rocktail,"5 Quai de Strasbourg, 25000 Besançon, France",47.2402852,6.0204598,0,0,0,Meteor,5.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,Rockwood,"4 Quai Louis XVIII, 33000 Bordeaux, France",44.8436619,-0.5707506,15,1830,0,Cheapest beer,5.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,Rollin's Pub,"18 Rue Rollin, 75005 Paris, France",48.84488,2.34991,0,0,6,alex blonde,4.0,,50,Cuvée des Trolls,7.0,,50.0,bud,5.0,,50.0,blanche,5 ,,50,Leffe Blonde,6 ,,50,Leffe Ruby,6 ,,50,camden pale ale,7 ,,50,,,,
3625,Roots,"Rue de la Brague, 06560 Valbonne, France",43.6413317,7.0095182,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,Rosa Bonheur Sur Seine,"37 Quai d'Orsay, 75007 Paris, France",48.8627303,2.315844,0,0,6,Cheapest beer,7.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,Rose Bonbon,"104 Rue du Commerce, 37000 Tours, France",47.3946674,0.6825767,17,20,3,Cheapest beer,4.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,Rotondes,"4 Rue de la Rotonde, 2448 Luxembourg",49.6006104,6.1378546,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,Rotterdam,"79 Rue Léon Frot, 75011 Paris, France",48.8574978,2.3846231,15,23,4,Cheapest beer,3.5,3.5,50,Goudale,5.0,5.0,50.0,Belzebuth 13°,5.0,5.0,50.0,,,,,,,,,,,,,,,,,,,,
3631,Roy'S,"73 Rue Blanche, 75009 Paris, France",48.8827011,2.3319511,16,20,6,Isenbeck,5.5,4.5,50,Warsteiner,6.5,5.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3632,Royal Bar,"143 Rue St Denis, 75002 Paris, France",48.8645779,2.3501051,16,2230,6,Stella Artois,6.0,4.0,50,Tripel karmeliet,9.0,7.0,50.0,Leffe Blonde,8.0,6.0,50.0,Hoegaarden Wit-Blanche,7 ,6 ,50,Budweiser,6 ,5 ,50,,,,,,,,,,,,
3633,Royal Beaubourg,"105 Rue Beaubourg, 75003 Paris, France",48.8649446,2.3553557,16,23,5,Cheapest beer,5.5,5.0,50,Kronenbourg,7.5,5.0,50.0,1664,8.0,5.0,50.0,Grimbergen Blonde,9 ,5 ,50,Grimbergen Blanche,9 ,5 ,50,Carlsberg,6 ,,25,Pelforth Brune,6 ,,33,TBD,TBD,TBD,TBD
3634,Royal Bergere,"24 Rue Bergère, 75009 Paris, France",48.8724907,2.344814,15,21,1,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,Royal Cambronne,"2 Place Cambronne, 75015 Paris-15E-Arrondissement, France",48.8477396,2.3016595,1430,1830,5,Cheapest beer,8.0,4.9,50,Stella Artois,,4.9,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3636,Royal Custine,"36 Rue Custine, 75018 Paris, France",48.8889809,2.3462408,0,0,6,Stella Artois,3.5,,50,Vedett Extra IPA,6.0,,50.0,1664,4.7,,50.0,,,,,,,,,,,,,,,,,,,,
3637,Royal Jussieu,"1 Rue des Écoles, 75005 Paris, France",48.8474706,2.3524205,17,1930,0,Cheapest beer,8.2,5.0,50,Mutzig Old Lager,,4.5,45.0,,,,,,,,,,,,,,,,,,,,,,,,
3638,Royal Opéra,"19 Avenue de l'Opéra, 75001 Paris, France",48.8659638,2.3341067,16,20,4,Cheapest beer,9.2,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,Royal Saint Jacques,"263 Rue Saint-Jacques, 75005 Paris, France",48.8419303,2.34136,0,0,0,Cheapest beer,,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,Royal VI Nation,"7 Place de la Nation, 75011 Paris, France",48.849498,2.3955176,0,0,5,Kronenbourg,5.5,4.5,50,Grimbergen Blanche,7.0,7.0,50.0,1664,7.0,7.0,50.0,Grimbergen Blonde,7 ,7 ,50,Carlsberg,7 ,7 ,50,Bière du mois,7 ,7 ,50,Skoll,4 ,4 ,33,TBD,TBD,TBD,TBD
3641,Rupp's,"Arbeitergasse 46, 1050 Wien, Autriche",48.1846847,16.3474687,0,0,0,Cheapest beer,3.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,Rush Bar,"32 Rue Saint-Sébastien, 75011 Paris, France",48.8613595,2.3702323,15,19,0,Cheapest beer,6.0,5.0,50,petrol,,6.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
3643,Réservoir Biere,"12 Boulevard de Verdun, 02100 Saint-Quentin, France",49.8449143,3.2763241,0,0,0,Cheapest beer,2.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
